z,fσ₈(z) Waveframe,fσ₈(z) ΛCDM
0.3503140378698735,0.5551437842093885,0.5558491902008476
0.319475521676706,0.5431898112769631,0.545159511310148
0.28934129652571583,0.5311550703967985,0.534307915176634
0.2598952777950272,0.5190796946390347,0.5233124867599989
0.23112174820388942,0.5069967111023012,0.5121917165540971
0.20300534942332438,0.4949215728507432,0.5009647795307007
0.17553107387836886,0.4828889039706056,0.4896514819215315
0.1486842567375537,0.47092219841517996,0.4782714195998324
0.12245056808530586,0.459036292706166,0.46684427736092365
0.09681600527313816,0.447267280267028,0.4553901020548016
0.07176688544550247,0.4356270299059594,0.44392903339350215
0.04728983823635846,0.42409679313231036,0.43248021248616453
0.023371798632519036,0.4127157759187482,0.4210882750784106
0.0,0.40707462164108293,0.4154154480504649
